*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-15 16:15,*, , 348.410106,    76.465881,
 2022-Jan-15 16:20,*, , 343.584489,    76.215368,
 2022-Jan-15 16:25,*, , 338.945294,    75.883070,
 2022-Jan-15 16:30,*, , 334.526793,    75.474632,
 2022-Jan-15 16:35,*, , 330.350930,    74.996308,
 2022-Jan-15 16:40,*, , 326.428409,    74.454596,
 2022-Jan-15 16:45,*, , 322.760601,    73.855928,
 2022-Jan-15 16:50,*, , 319.341734,    73.206453,
 2022-Jan-15 16:55,*, , 316.161027,    72.511893,
 2022-Jan-15 17:00,*, , 313.204519,    71.777473,
 2022-Jan-15 17:05,*, , 310.456534,    71.007887,
 2022-Jan-15 17:10,*, , 307.900761,    70.207314,
 2022-Jan-15 17:15,*, , 305.521015,    69.379443,
 2022-Jan-15 17:20,*, , 303.301734,    68.527515,
 2022-Jan-15 17:25,*, , 301.228272,    67.654367,
 2022-Jan-15 17:30,*, , 299.287055,    66.762481,
 2022-Jan-15 17:35,*, , 297.465642,    65.854023,
 2022-Jan-15 17:40,*, , 295.752712,    64.930891,
 2022-Jan-15 17:45,*, , 294.138023,    63.994744,
 2022-Jan-15 17:50,*, , 292.612340,    63.047036,
 2022-Jan-15 17:55,*, , 291.167355,    62.089046,
 2022-Jan-15 18:00,*, , 289.795607,    61.121900,
 2022-Jan-15 18:05,*, , 288.490392,    60.146594,
 2022-Jan-15 18:10,*, , 287.245693,    59.164009,
 2022-Jan-15 18:15,*, , 286.056104,    58.174927,
 2022-Jan-15 18:20,*, , 284.916761,    57.180048,
 2022-Jan-15 18:25,*, , 283.823285,    56.179995,
 2022-Jan-15 18:30,*, , 282.771730,    55.175330,
 2022-Jan-15 18:35,*, , 281.758531,    54.166556,
 2022-Jan-15 18:40,*, , 280.780462,    53.154130,
 2022-Jan-15 18:45,*, , 279.834601,    52.138465,
 2022-Jan-15 18:50,*, , 278.918296,    51.119937,
 2022-Jan-15 18:55,*, , 278.029132,    50.098890,
 2022-Jan-15 19:00,*, , 277.164909,    49.075639,
 2022-Jan-15 19:05,*, , 276.323619,    48.050473,
 2022-Jan-15 19:10,*, , 275.503422,    47.023661,
 2022-Jan-15 19:15,*, , 274.702632,    45.995449,
 2022-Jan-15 19:20,*, , 273.919700,    44.966069,
 2022-Jan-15 19:25,*, , 273.153197,    43.935735,
 2022-Jan-15 19:30,*, , 272.401806,    42.904650,
 2022-Jan-15 19:35,*, , 271.664310,    41.873004,
 2022-Jan-15 19:40,*, , 270.939578,    40.840975,
 2022-Jan-15 19:45,*, , 270.226563,    39.808734,
 2022-Jan-15 19:50,*, , 269.524287,    38.776442,
 2022-Jan-15 19:55,*, , 268.831840,    37.744255,
 2022-Jan-15 20:00,*, , 268.148371,    36.712320,
 2022-Jan-15 20:05,*, , 267.473080,    35.680781,
 2022-Jan-15 20:10,*, , 266.805218,    34.649774,
 2022-Jan-15 20:15,*, , 266.144080,    33.619433,
 2022-Jan-15 20:20,*, , 265.488999,    32.589889,
 2022-Jan-15 20:25,*, , 264.839347,    31.561269,
 2022-Jan-15 20:30,*, , 264.194527,    30.533696,
 2022-Jan-15 20:35,*, , 263.553971,    29.507293,
 2022-Jan-15 20:40,*, , 262.917141,    28.482181,
 2022-Jan-15 20:45,*, , 262.283520,    27.458478,
 2022-Jan-15 20:50,*, , 261.652615,    26.436303,
 2022-Jan-15 20:55,*, , 261.023955,    25.415774,
 2022-Jan-15 21:00,*, , 260.397084,    24.397008,
 2022-Jan-15 21:05,*, , 259.771564,    23.380121,
 2022-Jan-15 21:10,*, , 259.146973,    22.365233,
 2022-Jan-15 21:15,*, , 258.522901,    21.352460,
 2022-Jan-15 21:20,*, , 257.898950,    20.341921,
 2022-Jan-15 21:25,*, , 257.274735,    19.333738,
 2022-Jan-15 21:30,*, , 256.649878,    18.328030,
 2022-Jan-15 21:35,*, , 256.024011,    17.324922,
 2022-Jan-15 21:40,*, , 255.396775,    16.324536,
 2022-Jan-15 21:45,*,m, 254.767816,    15.327001,
 2022-Jan-15 21:50,*,m, 254.136786,    14.332446,
 2022-Jan-15 21:55,*,m, 253.503343,    13.341000,
 2022-Jan-15 22:00,*,m, 252.867149,    12.352799,
 2022-Jan-15 22:05,*,m, 252.227870,    11.367980,
 2022-Jan-15 22:10,*,m, 251.585174,    10.386681,
 2022-Jan-15 22:15,*,m, 250.938735,     9.409048,
 2022-Jan-15 22:20,*,m, 250.288224,     8.435227,
 2022-Jan-15 22:25,*,m, 249.633317,     7.465368,
 2022-Jan-15 22:30,*,m, 248.973691,     6.499626,
 2022-Jan-15 22:35,*,m, 248.309021,     5.538160,
 2022-Jan-15 22:40,*,m, 247.638986,     4.581135,
 2022-Jan-15 22:45,*,m, 246.963262,     3.628716,
 2022-Jan-15 22:50,*,m, 246.281525,     2.681079,
 2022-Jan-15 22:55,*,m, 245.593451,     1.738400,
 2022-Jan-15 23:00,*,m, 244.898716,     0.800864,
 2022-Jan-15 23:05,*,m, 244.196992,    -0.131340,
 2022-Jan-15 23:10,C,s, 243.487953,    -1.058018,
 2022-Jan-15 23:15,C,m, 242.771268,    -1.978968,
 2022-Jan-15 23:20,C,m, 242.046608,    -2.893982,
 2022-Jan-15 23:25,C,m, 241.313639,    -3.802847,
 2022-Jan-15 23:30,C,m, 240.572029,    -4.705342,
 2022-Jan-15 23:35,C,m, 239.821441,    -5.601237,
 2022-Jan-15 23:40,N,m, 239.061538,    -6.490299,
 2022-Jan-15 23:45,N,m, 238.291983,    -7.372283,
 2022-Jan-15 23:50,N,m, 237.512435,    -8.246938,
 2022-Jan-15 23:55,N,m, 236.722554,    -9.114007,
 2022-Jan-16 00:00,N,m, 235.922000,    -9.973221,
 2022-Jan-16 00:05,N,m, 235.110431,   -10.824305,
 2022-Jan-16 00:10,N,m, 234.287507,   -11.666973,
 2022-Jan-16 00:15,A,m, 233.452888,   -12.500933,
 2022-Jan-16 00:20,A,m, 232.606235,   -13.325881,
 2022-Jan-16 00:25,A,m, 231.747212,   -14.141505,
 2022-Jan-16 00:30,A,m, 230.875487,   -14.947484,
 2022-Jan-16 00:35,A,m, 229.990729,   -15.743486,
 2022-Jan-16 00:40,A,m, 229.092616,   -16.529171,
 2022-Jan-16 00:45,A,m, 228.180830,   -17.304187,
 2022-Jan-16 00:50, ,m, 227.255059,   -18.068174,
 2022-Jan-16 00:55, ,m, 226.315002,   -18.820762,
 2022-Jan-16 01:00, ,m, 225.360367,   -19.561569,
 2022-Jan-16 01:05, ,m, 224.390874,   -20.290206,
 2022-Jan-16 01:10, ,m, 223.406259,   -21.006274,
 2022-Jan-16 01:15, ,m, 222.406268,   -21.709362,
 2022-Jan-16 01:20, ,m, 221.390670,   -22.399052,
 2022-Jan-16 01:25, ,m, 220.359251,   -23.074918,
 2022-Jan-16 01:30, ,m, 219.311817,   -23.736523,
 2022-Jan-16 01:35, ,m, 218.248203,   -24.383425,
 2022-Jan-16 01:40, ,m, 217.168264,   -25.015172,
 2022-Jan-16 01:45, ,m, 216.071890,   -25.631306,
 2022-Jan-16 01:50, ,m, 214.958999,   -26.231364,
 2022-Jan-16 01:55, ,m, 213.829544,   -26.814878,
 2022-Jan-16 02:00, ,m, 212.683514,   -27.381374,
 2022-Jan-16 02:05, ,m, 211.520940,   -27.930377,
 2022-Jan-16 02:10, ,m, 210.341893,   -28.461409,
 2022-Jan-16 02:15, ,m, 209.146488,   -28.973992,
 2022-Jan-16 02:20, ,m, 207.934889,   -29.467648,
 2022-Jan-16 02:25, ,m, 206.707307,   -29.941902,
 2022-Jan-16 02:30, ,m, 205.464008,   -30.396283,
 2022-Jan-16 02:35, ,m, 204.205309,   -30.830325,
 2022-Jan-16 02:40, ,m, 202.931581,   -31.243572,
 2022-Jan-16 02:45, ,m, 201.643252,   -31.635573,
 2022-Jan-16 02:50, ,m, 200.340810,   -32.005892,
 2022-Jan-16 02:55, ,m, 199.024797,   -32.354105,
 2022-Jan-16 03:00, ,m, 197.695813,   -32.679803,
 2022-Jan-16 03:05, ,m, 196.354519,   -32.982595,
 2022-Jan-16 03:10, ,m, 195.001628,   -33.262110,
 2022-Jan-16 03:15, ,m, 193.637909,   -33.517997,
 2022-Jan-16 03:20, ,m, 192.264186,   -33.749930,
 2022-Jan-16 03:25, ,m, 190.881330,   -33.957608,
 2022-Jan-16 03:30, ,m, 189.490260,   -34.140756,
 2022-Jan-16 03:35, ,m, 188.091940,   -34.299131,
 2022-Jan-16 03:40, ,m, 186.687368,   -34.432517,
 2022-Jan-16 03:45, ,m, 185.277582,   -34.540732,
 2022-Jan-16 03:50, ,m, 183.863643,   -34.623627,
 2022-Jan-16 03:55, ,m, 182.446640,   -34.681087,
 2022-Jan-16 04:00, ,m, 181.027676,   -34.713031,
 2022-Jan-16 04:05, ,m, 179.607866,   -34.719415,
 2022-Jan-16 04:10, ,m, 178.188330,   -34.700230,
 2022-Jan-16 04:15, ,m, 176.770187,   -34.655502,
 2022-Jan-16 04:20, ,m, 175.354547,   -34.585294,
 2022-Jan-16 04:25, ,m, 173.942506,   -34.489705,
 2022-Jan-16 04:30, ,m, 172.535140,   -34.368865,
 2022-Jan-16 04:35, ,m, 171.133498,   -34.222942,
 2022-Jan-16 04:40, ,m, 169.738601,   -34.052133,
 2022-Jan-16 04:45, ,m, 168.351429,   -33.856669,
 2022-Jan-16 04:50, ,m, 166.972924,   -33.636809,
 2022-Jan-16 04:55, ,m, 165.603982,   -33.392841,
 2022-Jan-16 05:00, ,m, 164.245450,   -33.125078,
 2022-Jan-16 05:05, ,m, 162.898124,   -32.833860,
 2022-Jan-16 05:10, ,m, 161.562748,   -32.519548,
 2022-Jan-16 05:15, ,m, 160.240006,   -32.182522,
 2022-Jan-16 05:20, ,m, 158.930530,   -31.823184,
 2022-Jan-16 05:25, ,m, 157.634892,   -31.441950,
 2022-Jan-16 05:30, ,m, 156.353605,   -31.039250,
 2022-Jan-16 05:35, ,m, 155.087126,   -30.615528,
 2022-Jan-16 05:40, ,m, 153.835856,   -30.171237,
 2022-Jan-16 05:45, ,m, 152.600139,   -29.706840,
 2022-Jan-16 05:50, ,m, 151.380266,   -29.222804,
 2022-Jan-16 05:55, ,m, 150.176474,   -28.719603,
 2022-Jan-16 06:00, ,m, 148.988950,   -28.197714,
 2022-Jan-16 06:05, ,m, 147.817833,   -27.657615,
 2022-Jan-16 06:10, ,m, 146.663217,   -27.099784,
 2022-Jan-16 06:15, ,m, 145.525151,   -26.524697,
 2022-Jan-16 06:20, ,m, 144.403645,   -25.932829,
 2022-Jan-16 06:25, ,m, 143.298670,   -25.324652,
 2022-Jan-16 06:30, ,m, 142.210160,   -24.700631,
 2022-Jan-16 06:35, ,m, 141.138019,   -24.061228,
 2022-Jan-16 06:40, ,m, 140.082118,   -23.406896,
 2022-Jan-16 06:45, ,m, 139.042302,   -22.738083,
 2022-Jan-16 06:50, ,m, 138.018391,   -22.055228,
 2022-Jan-16 06:55, ,m, 137.010182,   -21.358764,
 2022-Jan-16 07:00, ,m, 136.017449,   -20.649113,
 2022-Jan-16 07:05, ,m, 135.039950,   -19.926688,
 2022-Jan-16 07:10, ,m, 134.077426,   -19.191896,
 2022-Jan-16 07:15, ,m, 133.129604,   -18.445129,
 2022-Jan-16 07:20,A,m, 132.196197,   -17.686775,
 2022-Jan-16 07:25,A,m, 131.276908,   -16.917207,
 2022-Jan-16 07:30,A, , 130.371430,   -16.136793,
 2022-Jan-16 07:35,A, , 129.479449,   -15.345888,
 2022-Jan-16 07:40,A, , 128.600642,   -14.544838,
 2022-Jan-16 07:45,A, , 127.734683,   -13.733979,
 2022-Jan-16 07:50,A, , 126.881240,   -12.913638,
 2022-Jan-16 07:55,A, , 126.039977,   -12.084131,
 2022-Jan-16 08:00,N, , 125.210557,   -11.245767,
 2022-Jan-16 08:05,N, , 124.392640,   -10.398843,
 2022-Jan-16 08:10,N, , 123.585885,    -9.543649,
 2022-Jan-16 08:15,N, , 122.789951,    -8.680465,
 2022-Jan-16 08:20,N, , 122.004495,    -7.809563,
 2022-Jan-16 08:25,N, , 121.229176,    -6.931207,
 2022-Jan-16 08:30,N, , 120.463654,    -6.045650,
 2022-Jan-16 08:35,C, , 119.707589,    -5.153141,
 2022-Jan-16 08:40,C, , 118.960642,    -4.253919,
 2022-Jan-16 08:45,C, , 118.222477,    -3.348216,
 2022-Jan-16 08:50,C, , 117.492757,    -2.436256,
 2022-Jan-16 08:55,C, , 116.771148,    -1.518258,
 2022-Jan-16 09:00,*,r, 116.057319,    -0.594432,
 2022-Jan-16 09:05,*, , 115.350938,     0.335017,
 2022-Jan-16 09:10,*, , 114.651675,     1.269891,
 2022-Jan-16 09:15,*, , 113.959203,     2.209998,
 2022-Jan-16 09:20,*, , 113.273194,     3.155150,
 2022-Jan-16 09:25,*, , 112.593323,     4.105167,
 2022-Jan-16 09:30,*, , 111.919265,     5.059873,
 2022-Jan-16 09:35,*, , 111.250694,     6.019097,
 2022-Jan-16 09:40,*, , 110.587287,     6.982673,
 2022-Jan-16 09:45,*, , 109.928719,     7.950439,
 2022-Jan-16 09:50,*, , 109.274664,     8.922239,
 2022-Jan-16 09:55,*, , 108.624797,     9.897919,
 2022-Jan-16 10:00,*, , 107.978791,    10.877330,
 2022-Jan-16 10:05,*, , 107.336316,    11.860327,
 2022-Jan-16 10:10,*, , 106.697040,    12.846767,
 2022-Jan-16 10:15,*, , 106.060630,    13.836511,
 2022-Jan-16 10:20,*, , 105.426746,    14.829424,
 2022-Jan-16 10:25,*, , 104.795047,    15.825372,
 2022-Jan-16 10:30,*, , 104.165185,    16.824225,
 2022-Jan-16 10:35,*, , 103.536807,    17.825854,
 2022-Jan-16 10:40,*, , 102.909554,    18.830133,
 2022-Jan-16 10:45,*, , 102.283059,    19.836938,
 2022-Jan-16 10:50,*, , 101.656946,    20.846145,
 2022-Jan-16 10:55,*, , 101.030832,    21.857634,
 2022-Jan-16 11:00,*, , 100.404320,    22.871284,
 2022-Jan-16 11:05,*, ,  99.777004,    23.886976,
 2022-Jan-16 11:10,*, ,  99.148465,    24.904591,
 2022-Jan-16 11:15,*, ,  98.518267,    25.924011,
 2022-Jan-16 11:20,*, ,  97.885960,    26.945117,
 2022-Jan-16 11:25,*, ,  97.251077,    27.967790,
 2022-Jan-16 11:30,*, ,  96.613130,    28.991913,
 2022-Jan-16 11:35,*, ,  95.971610,    30.017364,
 2022-Jan-16 11:40,*, ,  95.325984,    31.044023,
 2022-Jan-16 11:45,*, ,  94.675693,    32.071767,
 2022-Jan-16 11:50,*, ,  94.020149,    33.100471,
 2022-Jan-16 11:55,*, ,  93.358733,    34.130008,
 2022-Jan-16 12:00,*, ,  92.690792,    35.160246,
 2022-Jan-16 12:05,*, ,  92.015631,    36.191054,
 2022-Jan-16 12:10,*, ,  91.332516,    37.222293,
 2022-Jan-16 12:15,*, ,  90.640665,    38.253820,
 2022-Jan-16 12:20,*, ,  89.939244,    39.285487,
 2022-Jan-16 12:25,*, ,  89.227364,    40.317141,
 2022-Jan-16 12:30,*, ,  88.504069,    41.348621,
 2022-Jan-16 12:35,*, ,  87.768339,    42.379757,
 2022-Jan-16 12:40,*, ,  87.019072,    43.410371,
 2022-Jan-16 12:45,*, ,  86.255084,    44.440276,
 2022-Jan-16 12:50,*, ,  85.475094,    45.469272,
 2022-Jan-16 12:55,*, ,  84.677717,    46.497145,
 2022-Jan-16 13:00,*, ,  83.861450,    47.523669,
 2022-Jan-16 13:05,*, ,  83.024660,    48.548598,
 2022-Jan-16 13:10,*, ,  82.165571,    49.571670,
 2022-Jan-16 13:15,*, ,  81.282242,    50.592601,
 2022-Jan-16 13:20,*, ,  80.372550,    51.611080,
 2022-Jan-16 13:25,*, ,  79.434174,    52.626772,
 2022-Jan-16 13:30,*, ,  78.464560,    53.639310,
 2022-Jan-16 13:35,*, ,  77.460904,    54.648289,
 2022-Jan-16 13:40,*, ,  76.420114,    55.653265,
 2022-Jan-16 13:45,*, ,  75.338778,    56.653748,
 2022-Jan-16 13:50,*, ,  74.213123,    57.649194,
 2022-Jan-16 13:55,*, ,  73.038972,    58.638998,
 2022-Jan-16 14:00,*, ,  71.811690,    59.622485,
 2022-Jan-16 14:05,*, ,  70.526137,    60.598899,
 2022-Jan-16 14:10,*, ,  69.176596,    61.567393,
 2022-Jan-16 14:15,*, ,  67.756712,    62.527010,
 2022-Jan-16 14:20,*, ,  66.259421,    63.476671,
 2022-Jan-16 14:25,*, ,  64.676865,    64.415153,
 2022-Jan-16 14:30,*, ,  63.000325,    65.341067,
 2022-Jan-16 14:35,*, ,  61.220135,    66.252833,
 2022-Jan-16 14:40,*, ,  59.325622,    67.148650,
 2022-Jan-16 14:45,*, ,  57.305052,    68.026462,
 2022-Jan-16 14:50,*, ,  55.145620,    68.883920,
 2022-Jan-16 14:55,*, ,  52.833483,    69.718343,
 2022-Jan-16 15:00,*, ,  50.353883,    70.526673,
 2022-Jan-16 15:05,*, ,  47.691385,    71.305432,
 2022-Jan-16 15:10,*, ,  44.830293,    72.050679,
 2022-Jan-16 15:15,*, ,  41.755277,    72.757984,
 2022-Jan-16 15:20,*, ,  38.452303,    73.422408,
 2022-Jan-16 15:25,*, ,  34.909886,    74.038520,
 2022-Jan-16 15:30,*, ,  31.120703,    74.600451,
 2022-Jan-16 15:35,*, ,  27.083510,    75.102004,
 2022-Jan-16 15:40,*, ,  22.805208,    75.536841,
 2022-Jan-16 15:45,*, ,  18.302770,    75.898740,
 2022-Jan-16 15:50,*, ,  13.604594,    76.181927,
 2022-Jan-16 15:55,*, ,   8.750807,    76.381460,
 2022-Jan-16 16:00,*, ,   3.792089,    76.493608,
 2022-Jan-16 16:05,*,t, 358.786871,    76.516178,
 2022-Jan-16 16:10,*, , 353.797195,    76.448718,
 2022-Jan-16 16:15,*, , 348.883883,    76.292563,
 2022-Jan-16 16:20,*, , 344.101950,    76.050705,
 2022-Jan-16 16:25,*, , 339.497065,    75.727523,
 2022-Jan-16 16:30,*, , 335.103556,    75.328422,
 2022-Jan-16 16:35,*, , 330.944014,    74.859443,
 2022-Jan-16 16:40,*, , 327.030174,    74.326901,
 2022-Jan-16 16:45,*, , 323.364619,    73.737093,
 2022-Jan-16 16:50,*, , 319.942824,    73.096068,
 2022-Jan-16 16:55,*, , 316.755167,    72.409487,
 2022-Jan-16 17:00,*, , 313.788713,    71.682539,
 2022-Jan-16 17:05,*, , 311.028647,    70.919910,
 2022-Jan-16 17:10,*, , 308.459362,    70.125781,
 2022-Jan-16 17:15,*, , 306.065226,    69.303858,
 2022-Jan-16 17:20,*, , 303.831103,    68.457403,
 2022-Jan-16 17:25,*, , 301.742670,    67.589282,
 2022-Jan-16 17:30,*, , 299.786592,    66.702004,
 2022-Jan-16 17:35,*, , 297.950596,    65.797768,
 2022-Jan-16 17:40,*, , 296.223483,    64.878497,
 2022-Jan-16 17:45,*, , 294.595088,    63.945878,
 2022-Jan-16 17:50,*, , 293.056226,    63.001393,
 2022-Jan-16 17:55,*, , 291.598618,    62.046345,
 2022-Jan-16 18:00,*, , 290.214811,    61.081881,
 2022-Jan-16 18:05,*, , 288.898102,    60.109018,
 2022-Jan-16 18:10,*, , 287.642466,    59.128656,
 2022-Jan-16 18:15,*, , 286.442481,    58.141595,
 2022-Jan-16 18:20,*, , 285.293263,    57.148549,
 2022-Jan-16 18:25,*, , 284.190416,    56.150156,
 2022-Jan-16 18:30,*, , 283.129967,    55.146991,
 2022-Jan-16 18:35,*, , 282.108331,    54.139568,
 2022-Jan-16 18:40,*, , 281.122258,    53.128355,
 2022-Jan-16 18:45,*, , 280.168805,    52.113775,
 2022-Jan-16 18:50,*, , 279.245295,    51.096212,
 2022-Jan-16 18:55,*, , 278.349295,    50.076019,
 2022-Jan-16 19:00,*, , 277.478584,    49.053517,
 2022-Jan-16 19:05,*, , 276.631134,    48.029002,
 2022-Jan-16 19:10,*, , 275.805087,    47.002748,
 2022-Jan-16 19:15,*, , 274.998741,    45.975007,
 2022-Jan-16 19:20,*, , 274.210529,    44.946017,
 2022-Jan-16 19:25,*, , 273.439010,    43.915996,
 2022-Jan-16 19:30,*, , 272.682850,    42.885150,
 2022-Jan-16 19:35,*, , 271.940820,    41.853673,
 2022-Jan-16 19:40,*, , 271.211776,    40.821748,
 2022-Jan-16 19:45,*, , 270.494660,    39.789548,
 2022-Jan-16 19:50,*, , 269.788482,    38.757236,
 2022-Jan-16 19:55,*, , 269.092323,    37.724972,
 2022-Jan-16 20:00,*, , 268.405320,    36.692904,
 2022-Jan-16 20:05,*, , 267.726667,    35.661179,
 2022-Jan-16 20:10,*, , 267.055605,    34.629935,
 2022-Jan-16 20:15,*, , 266.391421,    33.599309,
 2022-Jan-16 20:20,*, , 265.733443,    32.569431,
 2022-Jan-16 20:25,*, , 265.081033,    31.540430,
 2022-Jan-16 20:30,*, , 264.433588,    30.512433,
 2022-Jan-16 20:35,*, , 263.790535,    29.485562,
 2022-Jan-16 20:40,*, , 263.151329,    28.459939,
 2022-Jan-16 20:45,*, , 262.515449,    27.435684,
 2022-Jan-16 20:50,*, , 261.882396,    26.412916,
 2022-Jan-16 20:55,*, , 261.251694,    25.391755,
 2022-Jan-16 21:00,*, , 260.622883,    24.372317,
 2022-Jan-16 21:05,*, , 259.995521,    23.354721,
 2022-Jan-16 21:10,*, , 259.369181,    22.339085,
 2022-Jan-16 21:15,*, , 258.743449,    21.325527,
 2022-Jan-16 21:20,*, , 258.117925,    20.314168,
 2022-Jan-16 21:25,*, , 257.492219,    19.305126,
 2022-Jan-16 21:30,*, , 256.865950,    18.298525,
 2022-Jan-16 21:35,*, , 256.238747,    17.294487,
 2022-Jan-16 21:40,*, , 255.610248,    16.293137,
 2022-Jan-16 21:45,*, , 254.980095,    15.294602,
 2022-Jan-16 21:50,*, , 254.347939,    14.299010,
 2022-Jan-16 21:55,*, , 253.713434,    13.306494,
 2022-Jan-16 22:00,*, , 253.076240,    12.317187,
 2022-Jan-16 22:05,*, , 252.436021,    11.331227,
 2022-Jan-16 22:10,*, , 251.792442,    10.348753,
 2022-Jan-16 22:15,*, , 251.145172,     9.369909,
 2022-Jan-16 22:20,*, , 250.493885,     8.394842,
 2022-Jan-16 22:25,*, , 249.838251,     7.423701,
 2022-Jan-16 22:30,*, , 249.177945,     6.456643,
 2022-Jan-16 22:35,*,m, 248.512641,     5.493825,
 2022-Jan-16 22:40,*,m, 247.842014,     4.535411,
 2022-Jan-16 22:45,*,m, 247.165740,     3.581569,
 2022-Jan-16 22:50,*,m, 246.483491,     2.632471,
 2022-Jan-16 22:55,*,m, 245.794942,     1.688296,
 2022-Jan-16 23:00,*,m, 245.099766,     0.749227,
 2022-Jan-16 23:05,*,m, 244.397633,    -0.184547,
 2022-Jan-16 23:10,C,s, 243.688214,    -1.112832,
 2022-Jan-16 23:15,C,m, 242.971177,    -2.035426,
 2022-Jan-16 23:20,C,m, 242.246189,    -2.952122,
 2022-Jan-16 23:25,C,m, 241.512916,    -3.862707,
 2022-Jan-16 23:30,C,m, 240.771020,    -4.766959,
 2022-Jan-16 23:35,C,m, 240.020163,    -5.664651,
 2022-Jan-16 23:40,N,m, 239.260007,    -6.555547,
 2022-Jan-16 23:45,N,m, 238.490209,    -7.439405,
 2022-Jan-16 23:50,N,m, 237.710427,    -8.315973,
 2022-Jan-16 23:55,N,m, 236.920319,    -9.184993,
 2022-Jan-17 00:00,N,m, 236.119539,   -10.046198,
 2022-Jan-17 00:05,N,m, 235.307743,   -10.899312,
 2022-Jan-17 00:10,N,m, 234.484588,   -11.744049,
 2022-Jan-17 00:15,A,m, 233.649730,   -12.580118,
 2022-Jan-17 00:20,A,m, 232.802826,   -13.407214,
 2022-Jan-17 00:25,A,m, 231.943537,   -14.225026,
 2022-Jan-17 00:30,A,m, 231.071525,   -15.033231,
 2022-Jan-17 00:35,A,m, 230.186457,   -15.831498,
 2022-Jan-17 00:40,A,m, 229.288005,   -16.619487,
 2022-Jan-17 00:45,A,m, 228.375846,   -17.396844,
 2022-Jan-17 00:50, ,m, 227.449665,   -18.163211,
 2022-Jan-17 00:55, ,m, 226.509154,   -18.918214,
 2022-Jan-17 01:00, ,m, 225.554017,   -19.661473,
 2022-Jan-17 01:05, ,m, 224.583969,   -20.392597,
 2022-Jan-17 01:10, ,m, 223.598738,   -21.111185,
 2022-Jan-17 01:15, ,m, 222.598067,   -21.816827,
 2022-Jan-17 01:20, ,m, 221.581718,   -22.509103,
 2022-Jan-17 01:25, ,m, 220.549470,   -23.187585,
 2022-Jan-17 01:30, ,m, 219.501125,   -23.851835,
